time;gFx;gFy;gFz;TgF
5.561000;0.0000;-0.0274;0.9929;0.993
5.575000;0.0000;-0.0264;0.9919;0.992
5.579000;0.0000;-0.0274;0.9919;0.992
5.584000;0.0000;-0.0264;0.9919;0.992
5.595000;0.0000;-0.0274;0.9919;0.992
5.604000;0.0000;-0.0264;0.9919;0.992
5.614000;0.0000;-0.0264;0.9919;0.992
5.624000;0.0000;-0.0264;0.9919;0.992
5.634000;0.0000;-0.0264;0.9938;0.994
5.652000;0.0000;-0.0254;0.9919;0.992
5.654000;0.0000;-0.0264;0.9929;0.993
5.671000;0.0000;-0.0244;0.9919;0.992
5.674000;0.0000;-0.0264;0.9919;0.992
5.684000;0.0000;-0.0264;0.9919;0.992
5.696000;0.0000;-0.0264;0.9929;0.993
5.704000;0.0000;-0.0264;0.9919;0.992
5.714000;0.0000;-0.0264;0.9919;0.992
5.724000;0.0000;-0.0264;0.9909;0.991
5.734000;0.0000;-0.0264;0.9919;0.992
5.754000;0.0000;-0.0264;0.9919;0.992
5.756000;0.0000;-0.0264;0.9909;0.991
5.771000;0.0000;-0.0264;0.9909;0.991
5.774000;0.0000;-0.0264;0.9919;0.992
5.783000;0.0000;-0.0274;0.9929;0.993
5.795000;0.0000;-0.0264;0.9919;0.992
5.803000;0.0000;-0.0264;0.9919;0.992
5.813000;0.0000;-0.0264;0.9919;0.992
5.823000;0.0000;-0.0264;0.9919;0.992
5.833000;0.0000;-0.0274;0.9919;0.992
5.850000;0.0000;-0.0264;0.9919;0.992
5.854000;0.0000;-0.0274;0.9929;0.993
5.863000;0.0000;-0.0274;0.9938;0.994
5.873000;0.0000;-0.0264;0.9929;0.993
5.883000;0.0000;-0.0264;0.9919;0.992
5.896000;0.0000;-0.0264;0.9909;0.991
5.904000;0.0000;-0.0264;0.9909;0.991
5.914000;0.0000;-0.0274;0.9919;0.992
5.924000;0.0000;-0.0274;0.9919;0.992
5.934000;0.0000;-0.0264;0.9919;0.992
5.957000;0.0000;-0.0264;0.9919;0.992
5.961000;0.0000;-0.0264;0.9938;0.994
5.967000;0.0000;-0.0264;0.9929;0.993
5.974000;0.0000;-0.0264;0.9919;0.992
5.984000;0.0000;-0.0264;0.9909;0.991
5.997000;0.0000;-0.0274;0.9929;0.993
6.004000;0.0000;-0.0264;0.9919;0.992
6.014000;0.0000;-0.0264;0.9919;0.992
6.024000;0.0000;-0.0264;0.9919;0.992
6.034000;0.0000;-0.0264;0.9929;0.993
6.057000;0.0000;-0.0264;0.9929;0.993
6.061000;0.0000;-0.0254;0.9938;0.994
6.064000;0.0000;-0.0264;0.9919;0.992
6.074000;0.0000;-0.0264;0.9919;0.992
6.084000;0.0000;-0.0254;0.9919;0.992
6.096000;0.0000;-0.0254;0.9919;0.992
6.104000;0.0000;-0.0264;0.9919;0.992
6.114000;0.0000;-0.0264;0.9919;0.992
6.124000;0.0000;-0.0264;0.9919;0.992
6.134000;0.0000;-0.0264;0.9929;0.993
6.156000;0.0000;-0.0264;0.9919;0.992
6.159000;0.0000;-0.0254;0.9909;0.991
6.170000;0.0000;-0.0254;0.9919;0.992
6.174000;0.0000;-0.0264;0.9919;0.992
6.184000;0.0000;-0.0254;0.9919;0.992
6.196000;0.0000;-0.0264;0.9929;0.993
6.204000;0.0000;-0.0264;0.9919;0.992
6.214000;0.0000;-0.0264;0.9919;0.992
6.224000;0.0000;-0.0254;0.9919;0.992
6.234000;0.0000;-0.0254;0.9919;0.992
6.258000;0.0000;-0.0264;0.9929;0.993
6.261000;0.0000;-0.0264;0.9919;0.992
6.264000;0.0000;-0.0264;0.9919;0.992
6.274000;0.0000;-0.0264;0.9938;0.994
6.284000;0.0000;-0.0264;0.9919;0.992
6.296000;0.0000;-0.0264;0.9929;0.993
6.304000;0.0000;-0.0274;0.9919;0.992
6.314000;0.0000;-0.0274;0.9919;0.992
6.324000;0.0000;-0.0274;0.9929;0.993
6.334000;0.0000;-0.0264;0.9919;0.992
6.357000;0.0000;-0.0264;0.9919;0.992
6.360000;0.0000;-0.0244;0.9919;0.992
6.364000;0.0000;-0.0264;0.9909;0.991
6.374000;0.0000;-0.0264;0.9909;0.991
6.384000;0.0000;-0.0274;0.9909;0.991
6.396000;0.0000;-0.0274;0.9909;0.991
6.404000;0.0000;-0.0264;0.9919;0.992
6.414000;0.0000;-0.0264;0.9919;0.992
6.424000;0.0000;-0.0244;0.9919;0.992
6.434000;0.0000;-0.0264;0.9929;0.993
6.457000;0.0000;-0.0264;0.9919;0.992
6.461000;0.0000;-0.0264;0.9919;0.992
6.471000;0.0000;-0.0254;0.9919;0.992
6.474000;0.0000;-0.0264;0.9919;0.992
6.484000;0.0000;-0.0264;0.9919;0.992
6.496000;0.0000;-0.0264;0.9929;0.993
6.504000;0.0000;-0.0264;0.9919;0.992
6.514000;0.0000;-0.0264;0.9919;0.992
6.524000;0.0000;-0.0274;0.9919;0.992
6.534000;0.0000;-0.0254;0.9929;0.993
6.552000;0.0000;-0.0254;0.9919;0.992
6.555000;0.0000;-0.0254;0.9919;0.992
6.564000;0.0000;-0.0264;0.9929;0.993
6.574000;0.0000;-0.0264;0.9919;0.992
6.584000;0.0000;-0.0264;0.9919;0.992
6.597000;0.0000;-0.0274;0.9919;0.992
6.604000;0.0000;-0.0264;0.9919;0.992
6.614000;0.0000;-0.0264;0.9919;0.992
6.624000;0.0000;-0.0264;0.9938;0.994
6.634000;0.0000;-0.0254;0.9919;0.992
6.659000;0.0000;-0.0264;0.9919;0.992
6.662000;0.0000;-0.0254;0.9919;0.992
6.664000;0.0000;-0.0264;0.9919;0.992
6.674000;0.0000;-0.0264;0.9919;0.992
6.684000;0.0000;-0.0264;0.9919;0.992
6.695000;0.0000;-0.0274;0.9938;0.994
6.704000;0.0000;-0.0264;0.9929;0.993
6.713000;0.0000;-0.0274;0.9919;0.992
6.724000;0.0000;-0.0264;0.9919;0.992
6.734000;0.0000;-0.0264;0.9929;0.993
6.752000;0.0000;-0.0264;0.9938;0.994
6.754000;0.0000;-0.0264;0.9919;0.992
6.764000;0.0010;-0.0264;0.9919;0.992
6.774000;0.0000;-0.0274;0.9919;0.992
6.784000;0.0000;-0.0274;0.9919;0.992
6.796000;0.0000;-0.0274;0.9919;0.992
6.804000;0.0000;-0.0264;0.9919;0.992
6.814000;0.0000;-0.0264;0.9919;0.992
6.824000;0.0000;-0.0264;0.9929;0.993
6.834000;0.0000;-0.0274;0.9919;0.992
6.853000;0.0000;-0.0274;0.9909;0.991
6.855000;0.0000;-0.0264;0.9909;0.991
6.864000;0.0000;-0.0264;0.9909;0.991
6.874000;0.0000;-0.0264;0.9929;0.993
6.884000;0.0000;-0.0254;0.9929;0.993
6.897000;0.0000;-0.0254;0.9919;0.992
6.904000;0.0000;-0.0254;0.9919;0.992
6.914000;0.0000;-0.0274;0.9919;0.992
6.924000;0.0000;-0.0254;0.9919;0.992
6.934000;0.0000;-0.0254;0.9929;0.993
6.958000;0.0000;-0.0274;0.9909;0.991
6.961000;0.0000;-0.0274;0.9919;0.992
6.964000;0.0000;-0.0264;0.9929;0.993
6.974000;0.0000;-0.0264;0.9919;0.992
6.984000;0.0000;-0.0274;0.9919;0.992
6.997000;0.0000;-0.0274;0.9919;0.992
7.004000;0.0000;-0.0254;0.9909;0.991
7.014000;0.0000;-0.0254;0.9909;0.991
7.024000;0.0000;-0.0264;0.9929;0.993
7.034000;0.0000;-0.0264;0.9929;0.993
7.057000;0.0000;-0.0264;0.9929;0.993
7.060000;0.0000;-0.0264;0.9919;0.992
7.064000;0.0000;-0.0264;0.9919;0.992
7.074000;0.0000;-0.0274;0.9909;0.991
7.084000;0.0000;-0.0254;0.9919;0.992
7.096000;0.0000;-0.0264;0.9919;0.992
7.104000;0.0000;-0.0264;0.9919;0.992
7.114000;0.0000;-0.0274;0.9929;0.993
7.124000;0.0000;-0.0264;0.9929;0.993
7.134000;0.0000;-0.0274;0.9919;0.992
7.156000;0.0000;-0.0264;0.9929;0.993
7.160000;0.0000;-0.0264;0.9929;0.993
7.169000;0.0000;-0.0264;0.9919;0.992
7.174000;0.0000;-0.0254;0.9929;0.993
7.184000;0.0000;-0.0254;0.9919;0.992
7.196000;0.0000;-0.0254;0.9919;0.992
7.204000;0.0000;-0.0264;0.9919;0.992
7.214000;0.0000;-0.0264;0.9919;0.992
7.224000;0.0000;-0.0264;0.9919;0.992
7.234000;0.0000;-0.0274;0.9919;0.992
7.252000;0.0000;-0.0274;0.9919;0.992
7.254000;0.0000;-0.0264;0.9919;0.992
7.264000;0.0000;-0.0264;0.9919;0.992
7.274000;0.0000;-0.0274;0.9919;0.992
7.284000;0.0000;-0.0264;0.9919;0.992
7.296000;0.0000;-0.0254;0.9919;0.992
7.304000;0.0000;-0.0264;0.9919;0.992
7.314000;0.0000;-0.0264;0.9919;0.992
7.324000;0.0000;-0.0254;0.9929;0.993
7.333000;0.0000;-0.0254;0.9919;0.992
7.352000;0.0000;-0.0254;0.9909;0.991
7.355000;0.0000;-0.0264;0.9929;0.993
7.364000;0.0000;-0.0264;0.9919;0.992
7.374000;0.0000;-0.0264;0.9919;0.992
7.384000;0.0000;-0.0274;0.9919;0.992
7.396000;0.0000;-0.0264;0.9929;0.993
7.404000;0.0000;-0.0264;0.9929;0.993
7.414000;0.0000;-0.0264;0.9919;0.992
7.423000;0.0000;-0.0264;0.9919;0.992
7.434000;0.0000;-0.0274;0.9929;0.993
7.452000;0.0000;-0.0274;0.9929;0.993
7.455000;0.0000;-0.0274;0.9919;0.992
7.464000;0.0000;-0.0264;0.9919;0.992
7.474000;0.0000;-0.0264;0.9919;0.992
7.484000;0.0000;-0.0274;0.9919;0.992
7.498000;0.0000;-0.0264;0.9919;0.992
7.504000;0.0000;-0.0264;0.9919;0.992
7.514000;0.0000;-0.0264;0.9919;0.992
7.524000;0.0000;-0.0274;0.9919;0.992
7.534000;0.0000;-0.0274;0.9919;0.992
7.558000;0.0000;-0.0264;0.9919;0.992
7.562000;0.0000;-0.0264;0.9919;0.992
7.564000;0.0000;-0.0274;0.9909;0.991
7.574000;0.0000;-0.0264;0.9929;0.993
7.584000;0.0000;-0.0264;0.9919;0.992
7.596000;0.0000;-0.0254;0.9919;0.992
7.604000;0.0000;-0.0254;0.9919;0.992
7.614000;0.0000;-0.0254;0.9929;0.993
7.624000;0.0000;-0.0264;0.9919;0.992
7.634000;0.0000;-0.0274;0.9919;0.992
7.657000;0.0000;-0.0264;0.9919;0.992
7.661000;0.0000;-0.0264;0.9919;0.992
7.674000;0.0000;-0.0274;0.9919;0.992
7.678000;0.0000;-0.0274;0.9929;0.993
7.684000;0.0000;-0.0274;0.9929;0.993
7.696000;0.0000;-0.0254;0.9919;0.992
7.704000;0.0000;-0.0274;0.9919;0.992
7.714000;0.0000;-0.0264;0.9919;0.992
7.724000;0.0000;-0.0264;0.9938;0.994
7.734000;0.0000;-0.0274;0.9938;0.994
7.757000;0.0000;-0.0264;0.9929;0.993
7.761000;0.0000;-0.0264;0.9929;0.993
7.774000;0.0000;-0.0274;0.9919;0.992
7.778000;0.0000;-0.0274;0.9919;0.992
7.784000;0.0000;-0.0274;0.9938;0.994
7.797000;0.0000;-0.0274;0.9919;0.992
7.804000;-0.0010;-0.0264;0.9919;0.992
7.814000;0.0000;-0.0264;0.9919;0.992
7.824000;0.0000;-0.0254;0.9919;0.992
7.834000;0.0000;-0.0264;0.9919;0.992
7.858000;0.0000;-0.0293;0.9929;0.993
7.862000;0.0000;-0.0264;0.9929;0.993
7.864000;0.0000;-0.0254;0.9929;0.993
7.874000;0.0000;-0.0283;0.9929;0.993
7.884000;0.0000;-0.0274;0.9929;0.993
7.896000;0.0000;-0.0274;0.9929;0.993
7.904000;0.0000;-0.0274;0.9919;0.992
7.914000;0.0000;-0.0254;0.9929;0.993
7.924000;0.0000;-0.0264;0.9909;0.991
7.934000;0.0000;-0.0264;0.9919;0.992
7.954000;0.0000;-0.0264;0.9919;0.992
7.956000;0.0000;-0.0264;0.9919;0.992
7.964000;0.0000;-0.0264;0.9929;0.993
7.974000;0.0000;-0.0264;0.9919;0.992
7.984000;0.0000;-0.0274;0.9919;0.992
7.997000;0.0000;-0.0264;0.9919;0.992
8.004000;0.0000;-0.0264;0.9919;0.992
8.014000;0.0000;-0.0264;0.9919;0.992
8.024000;0.0000;-0.0264;0.9919;0.992
8.034000;0.0000;-0.0274;0.9919;0.992
8.052000;0.0000;-0.0264;0.9919;0.992
8.054000;0.0000;-0.0264;0.9919;0.992
8.064000;0.0000;-0.0264;0.9919;0.992
8.074000;0.0000;-0.0264;0.9919;0.992
8.084000;0.0000;-0.0264;0.9929;0.993
8.096000;0.0000;-0.0264;0.9938;0.994
8.104000;0.0000;-0.0264;0.9919;0.992
8.114000;0.0000;-0.0274;0.9929;0.993
8.123000;0.0000;-0.0274;0.9929;0.993
8.133000;0.0000;-0.0274;0.9929;0.993
8.152000;0.0000;-0.0274;0.9919;0.992
8.154000;0.0000;-0.0264;0.9919;0.992
8.164000;0.0000;-0.0264;0.9919;0.992
8.174000;0.0000;-0.0264;0.9919;0.992
8.184000;0.0000;-0.0264;0.9929;0.993
8.196000;0.0000;-0.0264;0.9919;0.992
8.204000;0.0000;-0.0264;0.9919;0.992
8.214000;0.0000;-0.0254;0.9919;0.992
8.224000;0.0000;-0.0274;0.9919;0.992
8.234000;0.0000;-0.0283;0.9919;0.992
8.252000;0.0000;-0.0264;0.9919;0.992
8.254000;0.0000;-0.0264;0.9919;0.992
8.264000;0.0000;-0.0254;0.9919;0.992
8.274000;0.0000;-0.0264;0.9929;0.993
8.284000;0.0000;-0.0264;0.9909;0.991
8.296000;0.0000;-0.0264;0.9919;0.992
8.304000;0.0000;-0.0264;0.9919;0.992
8.313000;0.0000;-0.0274;0.9938;0.994
8.324000;0.0000;-0.0274;0.9919;0.992
8.334000;0.0000;-0.0264;0.9919;0.992
8.352000;0.0000;-0.0264;0.9919;0.992
8.354000;0.0000;-0.0264;0.9929;0.993
8.364000;0.0000;-0.0264;0.9909;0.991
8.374000;0.0000;-0.0264;0.9929;0.993
8.384000;0.0000;-0.0264;0.9919;0.992
8.396000;0.0000;-0.0264;0.9919;0.992
8.404000;0.0000;-0.0274;0.9919;0.992
8.414000;0.0000;-0.0274;0.9919;0.992
8.424000;0.0000;-0.0264;0.9929;0.993
8.434000;0.0000;-0.0264;0.9929;0.993
8.452000;0.0000;-0.0264;0.9929;0.993
8.455000;0.0000;-0.0283;0.9938;0.994
8.464000;0.0000;-0.0264;0.9919;0.992
8.474000;0.0000;-0.0264;0.9919;0.992
8.484000;0.0000;-0.0264;0.9929;0.993
8.498000;0.0000;-0.0274;0.9919;0.992
8.504000;0.0000;-0.0264;0.9909;0.991
8.515000;0.0000;-0.0264;0.9909;0.991
8.524000;0.0000;-0.0283;0.9919;0.992
8.534000;0.0000;-0.0274;0.9909;0.991
8.558000;0.0000;-0.0274;0.9919;0.992
8.562000;0.0000;-0.0264;0.9938;0.994
8.564000;0.0000;-0.0264;0.9929;0.993
8.574000;0.0000;-0.0264;0.9929;0.993
8.584000;0.0000;-0.0274;0.9909;0.991
8.597000;0.0000;-0.0264;0.9909;0.991
8.604000;0.0000;-0.0274;0.9909;0.991
8.614000;0.0000;-0.0264;0.9909;0.991
8.624000;0.0000;-0.0264;0.9909;0.991
8.634000;0.0000;-0.0254;0.9909;0.991
8.657000;0.0000;-0.0264;0.9909;0.991
8.661000;0.0000;-0.0264;0.9919;0.992
8.671000;0.0000;-0.0264;0.9919;0.992
8.674000;0.0000;-0.0274;0.9919;0.992
8.684000;0.0000;-0.0264;0.9919;0.992
8.696000;0.0000;-0.0264;0.9919;0.992
8.704000;0.0000;-0.0274;0.9929;0.993
8.714000;0.0000;-0.0274;0.9919;0.992
8.724000;0.0000;-0.0264;0.9919;0.992
8.734000;0.0000;-0.0264;0.9929;0.993
8.753000;0.0000;-0.0254;0.9919;0.992
8.756000;0.0000;-0.0264;0.9919;0.992
8.769000;0.0000;-0.0274;0.9919;0.992
8.774000;0.0000;-0.0264;0.9909;0.991
8.784000;0.0000;-0.0254;0.9909;0.991
8.796000;0.0000;-0.0254;0.9929;0.993
8.804000;0.0000;-0.0264;0.9919;0.992
8.814000;0.0000;-0.0274;0.9929;0.993
8.824000;0.0000;-0.0264;0.9929;0.993
8.834000;0.0000;-0.0264;0.9938;0.994
8.852000;0.0000;-0.0264;0.9929;0.993
8.854000;0.0000;-0.0264;0.9919;0.992
8.864000;0.0000;-0.0264;0.9919;0.992
8.874000;0.0000;-0.0254;0.9919;0.992
8.884000;0.0000;-0.0274;0.9929;0.993
8.896000;0.0000;-0.0264;0.9919;0.992
8.904000;0.0000;-0.0264;0.9929;0.993
8.914000;0.0000;-0.0264;0.9909;0.991
8.924000;0.0000;-0.0264;0.9929;0.993
8.934000;0.0000;-0.0264;0.9919;0.992
8.953000;0.0000;-0.0254;0.9919;0.992
8.955000;0.0000;-0.0274;0.9919;0.992
8.964000;0.0000;-0.0274;0.9919;0.992
8.974000;0.0000;-0.0274;0.9919;0.992
8.984000;0.0000;-0.0274;0.9919;0.992
8.996000;0.0000;-0.0274;0.9919;0.992
9.004000;0.0000;-0.0264;0.9919;0.992
9.014000;0.0000;-0.0283;0.9919;0.992
9.024000;0.0000;-0.0264;0.9919;0.992
9.034000;0.0000;-0.0274;0.9919;0.992
9.052000;0.0000;-0.0264;0.9919;0.992
9.054000;0.0000;-0.0264;0.9919;0.992
9.067000;0.0000;-0.0264;0.9919;0.992
9.074000;0.0000;-0.0264;0.9919;0.992
9.084000;0.0000;-0.0264;0.9919;0.992
9.096000;0.0000;-0.0274;0.9929;0.993
9.104000;0.0000;-0.0264;0.9919;0.992
9.114000;0.0000;-0.0264;0.9919;0.992
9.124000;0.0000;-0.0274;0.9919;0.992
9.134000;0.0000;-0.0264;0.9919;0.992
9.152000;0.0000;-0.0264;0.9919;0.992
9.154000;0.0000;-0.0264;0.9909;0.991
9.164000;0.0010;-0.0264;0.9929;0.993
9.174000;0.0000;-0.0264;0.9919;0.992
9.194000;0.0000;-0.0264;0.9909;0.991
9.197000;0.0000;-0.0274;0.9919;0.992
9.204000;0.0000;-0.0274;0.9909;0.991
9.214000;0.0000;-0.0264;0.9929;0.993
9.224000;0.0000;-0.0264;0.9919;0.992
9.234000;0.0000;-0.0244;0.9909;0.991
9.251000;0.0000;-0.0274;0.9909;0.991
9.254000;0.0000;-0.0264;0.9919;0.992
9.264000;0.0000;-0.0264;0.9919;0.992
9.274000;0.0000;-0.0264;0.9929;0.993
9.284000;0.0000;-0.0264;0.9919;0.992
9.298000;0.0000;-0.0264;0.9929;0.993
9.304000;0.0000;-0.0274;0.9919;0.992
9.314000;0.0000;-0.0274;0.9919;0.992
9.324000;0.0000;-0.0264;0.9938;0.994
9.334000;0.0000;-0.0264;0.9929;0.993
9.358000;0.0000;-0.0274;0.9919;0.992
9.362000;0.0000;-0.0264;0.9919;0.992
9.364000;0.0000;-0.0264;0.9919;0.992
9.374000;0.0000;-0.0274;0.9929;0.993
9.384000;0.0000;-0.0264;0.9929;0.993
9.396000;0.0000;-0.0264;0.9929;0.993
9.404000;0.0000;-0.0274;0.9929;0.993
9.414000;0.0000;-0.0264;0.9919;0.992
9.424000;0.0000;-0.0264;0.9919;0.992
9.434000;0.0000;-0.0264;0.9919;0.992
9.457000;0.0000;-0.0274;0.9919;0.992
9.461000;0.0000;-0.0274;0.9929;0.993
9.464000;0.0000;-0.0264;0.9919;0.992
9.474000;0.0000;-0.0274;0.9919;0.992
9.484000;0.0000;-0.0274;0.9919;0.992
9.496000;0.0000;-0.0264;0.9919;0.992
9.504000;0.0000;-0.0254;0.9909;0.991
9.514000;0.0000;-0.0264;0.9919;0.992
9.524000;0.0000;-0.0274;0.9919;0.992
9.534000;0.0000;-0.0274;0.9919;0.992
9.558000;0.0000;-0.0274;0.9919;0.992
9.561000;0.0000;-0.0274;0.9919;0.992
9.574000;0.0000;-0.0264;0.9919;0.992
9.578000;0.0000;-0.0264;0.9929;0.993
9.584000;0.0000;-0.0264;0.9919;0.992
9.596000;0.0000;-0.0264;0.9919;0.992
9.604000;0.0000;-0.0254;0.9929;0.993
9.614000;0.0000;-0.0264;0.9919;0.992
9.624000;0.0000;-0.0264;0.9909;0.991
9.634000;0.0000;-0.0274;0.9919;0.992
9.656000;0.0000;-0.0264;0.9909;0.991
9.659000;0.0000;-0.0254;0.9919;0.992
9.673000;0.0000;-0.0264;0.9919;0.992
9.676000;0.0000;-0.0264;0.9919;0.992
9.684000;0.0000;-0.0254;0.9929;0.993
9.698000;0.0000;-0.0254;0.9919;0.992
9.704000;0.0000;-0.0254;0.9919;0.992
9.714000;0.0000;-0.0254;0.9929;0.993
9.724000;0.0000;-0.0264;0.9919;0.992
9.734000;0.0000;-0.0274;0.9919;0.992
9.758000;0.0000;-0.0274;0.9919;0.992
9.761000;0.0000;-0.0274;0.9919;0.992
9.775000;0.0000;-0.0264;0.9929;0.993
9.780000;0.0000;-0.0264;0.9919;0.992
9.784000;0.0000;-0.0274;0.9938;0.994
9.796000;0.0000;-0.0283;0.9919;0.992
9.804000;0.0000;-0.0254;0.9919;0.992
9.814000;0.0000;-0.0254;0.9929;0.993
9.824000;0.0000;-0.0254;0.9919;0.992
9.834000;0.0000;-0.0254;0.9919;0.992
9.857000;0.0000;-0.0254;0.9919;0.992
9.860000;0.0000;-0.0264;0.9919;0.992
9.864000;0.0000;-0.0264;0.9929;0.993
9.874000;0.0000;-0.0254;0.9938;0.994
9.884000;0.0000;-0.0264;0.9919;0.992
9.896000;0.0000;-0.0264;0.9919;0.992
9.904000;0.0000;-0.0274;0.9919;0.992
9.914000;0.0000;-0.0274;0.9929;0.993
9.924000;0.0000;-0.0264;0.9919;0.992
9.934000;0.0000;-0.0264;0.9919;0.992
9.946000;0.0000;-0.0274;0.9919;0.992
9.954000;0.0000;-0.0264;0.9919;0.992
9.973000;0.0000;-0.0274;0.9919;0.992
9.977000;0.0000;-0.0264;0.9919;0.992
9.990000;0.0000;-0.0264;0.9919;0.992
9.994000;0.0000;-0.0254;0.9929;0.993
10.004000;0.0000;-0.0254;0.9919;0.992
10.014000;0.0000;-0.0264;0.9919;0.992
10.024000;0.0000;-0.0264;0.9929;0.993
10.035000;0.0000;-0.0254;0.9929;0.993
10.050000;0.0000;-0.0264;0.9919;0.992
10.055000;0.0000;-0.0264;0.9929;0.993
10.083000;0.0000;-0.0264;0.9919;0.992
10.086000;0.0000;-0.0274;0.9919;0.992
10.087000;0.0000;-0.0274;0.9919;0.992
10.097000;0.0000;-0.0274;0.9909;0.991
10.104000;0.0000;-0.0274;0.9909;0.991
10.114000;0.0000;-0.0264;0.9919;0.992
10.124000;0.0000;-0.0264;0.9919;0.992
10.134000;0.0000;-0.0274;0.9919;0.992
10.146000;0.0000;-0.0274;0.9919;0.992
10.154000;0.0000;-0.0264;0.9919;0.992
10.164000;0.0000;-0.0264;0.9919;0.992
10.174000;0.0000;-0.0264;0.9919;0.992
10.185000;0.0000;-0.0274;0.9919;0.992
10.196000;0.0000;-0.0264;0.9919;0.992
10.204000;0.0000;-0.0264;0.9929;0.993
10.214000;0.0000;-0.0274;0.9919;0.992
10.224000;0.0000;-0.0274;0.9919;0.992
10.234000;0.0000;-0.0264;0.9919;0.992
10.246000;0.0000;-0.0264;0.9909;0.991
10.254000;0.0000;-0.0264;0.9909;0.991
10.264000;0.0000;-0.0264;0.9929;0.993
10.274000;0.0000;-0.0264;0.9909;0.991
10.286000;0.0000;-0.0264;0.9929;0.993
10.303000;0.0000;-0.0264;0.9909;0.991
10.306000;0.0000;-0.0264;0.9909;0.991
10.314000;0.0000;-0.0264;0.9919;0.992
10.324000;0.0000;-0.0264;0.9919;0.992
10.334000;0.0000;-0.0274;0.9919;0.992
10.349000;0.0000;-0.0264;0.9929;0.993
10.354000;0.0000;-0.0264;0.9919;0.992
10.374000;0.0000;-0.0254;0.9909;0.991
10.377000;0.0000;-0.0274;0.9909;0.991
10.392000;0.0000;-0.0264;0.9919;0.992
10.396000;0.0000;-0.0264;0.9929;0.993
10.404000;0.0000;-0.0264;0.9919;0.992
10.414000;0.0000;-0.0264;0.9938;0.994
10.424000;0.0000;-0.0264;0.9919;0.992
10.434000;0.0000;-0.0274;0.9929;0.993
10.446000;0.0000;-0.0264;0.9919;0.992
10.454000;0.0000;-0.0264;0.9919;0.992
10.464000;0.0000;-0.0254;0.9909;0.991
10.474000;0.0000;-0.0264;0.9909;0.991
10.490000;0.0000;-0.0264;0.9929;0.993
10.506000;0.0000;-0.0264;0.9929;0.993
10.509000;0.0000;-0.0264;0.9929;0.993
10.515000;0.0000;-0.0264;0.9919;0.992
10.524000;0.0000;-0.0264;0.9919;0.992
10.534000;0.0000;-0.0264;0.9938;0.994
10.548000;0.0000;-0.0264;0.9929;0.993
10.554000;0.0000;-0.0264;0.9929;0.993
10.564000;0.0000;-0.0254;0.9929;0.993
10.574000;0.0000;-0.0274;0.9929;0.993
10.590000;0.0000;-0.0264;0.9919;0.992
10.594000;0.0000;-0.0264;0.9929;0.993
10.608000;0.0000;-0.0264;0.9919;0.992
10.614000;0.0000;-0.0283;0.9938;0.994
10.624000;0.0000;-0.0264;0.9929;0.993
10.634000;0.0000;-0.0264;0.9919;0.992
10.646000;0.0000;-0.0264;0.9919;0.992
10.654000;0.0000;-0.0264;0.9919;0.992
10.664000;0.0000;-0.0264;0.9919;0.992
10.674000;0.0000;-0.0274;0.9929;0.993
10.690000;0.0000;-0.0274;0.9919;0.992
10.694000;0.0000;-0.0254;0.9929;0.993
10.704000;0.0000;-0.0274;0.9919;0.992
10.714000;0.0000;-0.0264;0.9929;0.993
10.724000;0.0000;-0.0264;0.9909;0.991
10.734000;0.0000;-0.0264;0.9919;0.992
10.746000;0.0000;-0.0264;0.9919;0.992
10.754000;0.0000;-0.0264;0.9929;0.993
10.764000;0.0000;-0.0274;0.9929;0.993
10.774000;0.0000;-0.0264;0.9919;0.992
10.789000;0.0000;-0.0274;0.9919;0.992
10.806000;0.0000;-0.0264;0.9919;0.992
10.809000;0.0000;-0.0274;0.9919;0.992
10.814000;0.0000;-0.0264;0.9919;0.992
10.824000;0.0000;-0.0264;0.9919;0.992
10.834000;0.0000;-0.0264;0.9919;0.992
10.848000;0.0000;-0.0283;0.9919;0.992
10.854000;0.0000;-0.0283;0.9929;0.993
10.864000;0.0000;-0.0274;0.9919;0.992
10.874000;0.0000;-0.0264;0.9929;0.993
10.890000;0.0000;-0.0264;0.9929;0.993
10.894000;0.0000;-0.0264;0.9919;0.992
10.904000;0.0000;-0.0254;0.9938;0.994
10.914000;0.0000;-0.0264;0.9919;0.992
10.924000;0.0000;-0.0264;0.9919;0.992
10.934000;0.0000;-0.0264;0.9929;0.993
10.946000;0.0000;-0.0264;0.9919;0.992
10.954000;0.0000;-0.0264;0.9919;0.992
10.964000;0.0000;-0.0274;0.9938;0.994
10.974000;0.0000;-0.0264;0.9929;0.993
10.990000;0.0000;-0.0264;0.9929;0.993
11.005000;0.0000;-0.0274;0.9919;0.992
11.009000;0.0000;-0.0264;0.9938;0.994
11.014000;0.0000;-0.0264;0.9919;0.992
11.024000;0.0000;-0.0254;0.9938;0.994
11.034000;0.0000;-0.0264;0.9919;0.992
11.047000;0.0000;-0.0264;0.9929;0.993
11.054000;0.0000;-0.0274;0.9929;0.993
11.064000;0.0000;-0.0274;0.9929;0.993
11.074000;0.0000;-0.0264;0.9919;0.992
11.090000;0.0000;-0.0264;0.9919;0.992
11.095000;0.0000;-0.0264;0.9919;0.992
11.104000;0.0000;-0.0264;0.9909;0.991
11.114000;0.0000;-0.0274;0.9909;0.991
11.124000;0.0000;-0.0264;0.9919;0.992
11.134000;0.0000;-0.0264;0.9919;0.992
