time;gFx;gFy;gFz;TgF
11.146000;0.0000;-0.0264;0.9919;0.992
11.154000;0.0000;-0.0264;0.9919;0.992
11.164000;0.0000;-0.0274;0.9938;0.994
11.174000;0.0000;-0.0274;0.9919;0.992
11.190000;0.0000;-0.0274;0.9929;0.993
11.204000;0.0000;-0.0254;0.9929;0.993
11.207000;0.0000;-0.0274;0.9929;0.993
11.214000;0.0000;-0.0264;0.9919;0.992
11.224000;0.0000;-0.0264;0.9929;0.993
11.234000;0.0000;-0.0264;0.9929;0.993
11.246000;0.0000;-0.0264;0.9919;0.992
11.254000;0.0000;-0.0264;0.9919;0.992
11.264000;0.0000;-0.0274;0.9919;0.992
11.274000;0.0000;-0.0264;0.9929;0.993
11.286000;0.0000;-0.0264;0.9919;0.992
11.302000;0.0000;-0.0274;0.9929;0.993
11.305000;0.0000;-0.0274;0.9919;0.992
11.314000;0.0000;-0.0274;0.9929;0.993
11.324000;0.0000;-0.0274;0.9929;0.993
11.334000;0.0000;-0.0264;0.9919;0.992
11.348000;0.0000;-0.0264;0.9919;0.992
11.354000;0.0000;-0.0264;0.9919;0.992
11.365000;0.0000;-0.0274;0.9919;0.992
11.374000;0.0000;-0.0264;0.9919;0.992
11.390000;0.0000;-0.0264;0.9929;0.993
11.408000;0.0000;-0.0264;0.9919;0.992
11.412000;0.0000;-0.0264;0.9929;0.993
11.415000;0.0000;-0.0264;0.9919;0.992
11.424000;0.0000;-0.0274;0.9919;0.992
11.434000;0.0000;-0.0274;0.9919;0.992
11.447000;0.0000;-0.0264;0.9919;0.992
11.454000;0.0000;-0.0254;0.9929;0.993
11.464000;0.0000;-0.0254;0.9919;0.992
11.474000;0.0000;-0.0264;0.9919;0.992
11.490000;0.0000;-0.0264;0.9929;0.993
11.504000;0.0000;-0.0254;0.9919;0.992
11.507000;0.0000;-0.0264;0.9919;0.992
11.514000;0.0000;-0.0264;0.9919;0.992
11.524000;0.0000;-0.0254;0.9909;0.991
11.534000;0.0000;-0.0264;0.9919;0.992
11.546000;0.0000;-0.0264;0.9909;0.991
11.554000;0.0000;-0.0274;0.9919;0.992
11.564000;0.0000;-0.0274;0.9929;0.993
11.574000;0.0000;-0.0264;0.9919;0.992
11.585000;0.0000;-0.0274;0.9909;0.991
11.604000;0.0000;-0.0274;0.9929;0.993
11.605000;0.0000;-0.0264;0.9929;0.993
11.614000;0.0000;-0.0264;0.9919;0.992
11.624000;0.0000;-0.0264;0.9919;0.992
11.634000;0.0000;-0.0274;0.9919;0.992
11.646000;0.0000;-0.0264;0.9919;0.992
11.654000;0.0000;-0.0264;0.9929;0.993
11.664000;0.0000;-0.0254;0.9919;0.992
11.674000;0.0000;-0.0254;0.9919;0.992
11.691000;0.0000;-0.0264;0.9909;0.991
11.695000;0.0000;-0.0254;0.9929;0.993
11.709000;0.0000;-0.0264;0.9919;0.992
11.717000;0.0000;-0.0264;0.9919;0.992
11.724000;0.0000;-0.0264;0.9929;0.993
11.734000;0.0000;-0.0264;0.9929;0.993
11.745000;0.0000;-0.0274;0.9909;0.991
11.754000;0.0000;-0.0264;0.9929;0.993
11.764000;0.0000;-0.0264;0.9919;0.992
11.774000;0.0000;-0.0264;0.9919;0.992
11.785000;0.0000;-0.0264;0.9938;0.994
11.795000;0.0000;-0.0264;0.9919;0.992
11.804000;0.0000;-0.0264;0.9919;0.992
11.814000;0.0000;-0.0264;0.9919;0.992
11.824000;0.0000;-0.0264;0.9919;0.992
11.834000;0.0000;-0.0264;0.9919;0.992
11.846000;0.0000;-0.0274;0.9919;0.992
11.854000;0.0000;-0.0274;0.9929;0.993
11.864000;0.0000;-0.0264;0.9929;0.993
11.874000;0.0000;-0.0264;0.9919;0.992
11.894000;0.0000;-0.0264;0.9919;0.992
11.897000;0.0000;-0.0264;0.9919;0.992
11.904000;0.0000;-0.0264;0.9919;0.992
11.914000;0.0000;-0.0274;0.9919;0.992
11.924000;0.0000;-0.0274;0.9919;0.992
11.934000;0.0000;-0.0274;0.9929;0.993
11.948000;0.0000;-0.0274;0.9919;0.992
11.954000;0.0000;-0.0274;0.9919;0.992
11.965000;0.0000;-0.0264;0.9919;0.992
11.974000;0.0000;-0.0274;0.9909;0.991
11.996000;0.0000;-0.0283;0.9919;0.992
11.999000;0.0000;-0.0264;0.9919;0.992
12.004000;0.0000;-0.0274;0.9919;0.992
12.014000;0.0000;-0.0264;0.9929;0.993
12.024000;0.0000;-0.0264;0.9919;0.992
12.034000;0.0000;-0.0274;0.9919;0.992
12.046000;0.0000;-0.0264;0.9929;0.993
12.054000;0.0000;-0.0264;0.9919;0.992
12.064000;0.0000;-0.0264;0.9929;0.993
12.074000;0.0000;-0.0264;0.9929;0.993
12.085000;0.0000;-0.0254;0.9929;0.993
12.096000;0.0000;-0.0283;0.9929;0.993
12.104000;0.0000;-0.0283;0.9929;0.993
12.114000;0.0000;-0.0264;0.9929;0.993
12.124000;0.0000;-0.0264;0.9919;0.992
12.134000;0.0000;-0.0264;0.9929;0.993
12.146000;0.0000;-0.0274;0.9929;0.993
12.153000;0.0000;-0.0264;0.9919;0.992
12.164000;0.0000;-0.0264;0.9919;0.992
12.174000;0.0000;-0.0264;0.9929;0.993
12.185000;0.0000;-0.0264;0.9919;0.992
12.200000;0.0000;-0.0274;0.9919;0.992
12.204000;0.0000;-0.0274;0.9929;0.993
12.214000;0.0000;-0.0264;0.9929;0.993
12.224000;0.0000;-0.0254;0.9919;0.992
12.234000;0.0000;-0.0264;0.9909;0.991
12.248000;0.0000;-0.0274;0.9919;0.992
12.254000;0.0000;-0.0264;0.9919;0.992
12.264000;0.0000;-0.0264;0.9919;0.992
12.274000;0.0000;-0.0254;0.9919;0.992
12.291000;0.0000;-0.0264;0.9919;0.992
12.295000;0.0000;-0.0264;0.9919;0.992
12.307000;0.0000;-0.0264;0.9929;0.993
12.315000;0.0000;-0.0274;0.9919;0.992
12.324000;0.0000;-0.0264;0.9919;0.992
12.334000;0.0000;-0.0264;0.9929;0.993
12.347000;0.0000;-0.0274;0.9929;0.993
12.354000;0.0000;-0.0274;0.9909;0.991
12.364000;0.0000;-0.0274;0.9929;0.993
12.374000;0.0000;-0.0264;0.9929;0.993
12.390000;0.0000;-0.0264;0.9929;0.993
12.394000;0.0000;-0.0264;0.9919;0.992
12.404000;0.0000;-0.0274;0.9919;0.992
12.414000;0.0000;-0.0264;0.9919;0.992
12.424000;0.0000;-0.0264;0.9919;0.992
12.434000;0.0000;-0.0274;0.9919;0.992
12.446000;0.0000;-0.0264;0.9919;0.992
12.454000;0.0000;-0.0264;0.9919;0.992
12.464000;0.0000;-0.0274;0.9919;0.992
12.474000;0.0000;-0.0254;0.9929;0.993
12.490000;0.0000;-0.0274;0.9919;0.992
12.494000;0.0000;-0.0264;0.9919;0.992
12.504000;0.0000;-0.0264;0.9929;0.993
12.514000;0.0000;-0.0264;0.9919;0.992
12.524000;0.0000;-0.0264;0.9929;0.993
12.534000;0.0000;-0.0264;0.9919;0.992
12.545000;0.0000;-0.0264;0.9929;0.993
12.554000;0.0000;-0.0264;0.9919;0.992
12.564000;0.0000;-0.0264;0.9909;0.991
12.574000;0.0000;-0.0274;0.9938;0.994
12.584000;0.0000;-0.0264;0.9919;0.992
12.595000;0.0000;-0.0264;0.9929;0.993
12.604000;0.0000;-0.0264;0.9929;0.993
12.614000;0.0000;-0.0274;0.9919;0.992
12.624000;0.0000;-0.0274;0.9919;0.992
12.634000;0.0000;-0.0274;0.9919;0.992
12.646000;0.0000;-0.0274;0.9919;0.992
12.654000;0.0000;-0.0274;0.9919;0.992
12.664000;0.0000;-0.0264;0.9919;0.992
12.674000;0.0000;-0.0264;0.9929;0.993
12.690000;0.0000;-0.0264;0.9919;0.992
12.694000;0.0000;-0.0283;0.9929;0.993
12.704000;0.0000;-0.0264;0.9929;0.993
12.714000;0.0000;-0.0264;0.9929;0.993
12.724000;0.0000;-0.0254;0.9929;0.993
12.734000;0.0000;-0.0264;0.9929;0.993
12.745000;0.0000;-0.0274;0.9929;0.993
12.754000;0.0000;-0.0274;0.9929;0.993
12.764000;0.0000;-0.0264;0.9919;0.992
12.774000;0.0000;-0.0264;0.9919;0.992
12.785000;0.0000;-0.0264;0.9919;0.992
12.795000;0.0000;-0.0264;0.9919;0.992
12.804000;0.0000;-0.0264;0.9919;0.992
12.814000;0.0000;-0.0264;0.9919;0.992
12.824000;0.0000;-0.0264;0.9938;0.994
12.834000;0.0000;-0.0264;0.9919;0.992
12.846000;0.0000;-0.0274;0.9919;0.992
12.854000;0.0000;-0.0264;0.9919;0.992
12.864000;0.0000;-0.0264;0.9919;0.992
12.874000;0.0000;-0.0264;0.9919;0.992
12.890000;0.0000;-0.0274;0.9919;0.992
12.894000;0.0000;-0.0283;0.9929;0.993
12.907000;0.0000;-0.0283;0.9929;0.993
12.916000;0.0000;-0.0264;0.9909;0.991
12.924000;0.0000;-0.0264;0.9919;0.992
12.934000;0.0000;-0.0264;0.9919;0.992
12.949000;0.0000;-0.0274;0.9929;0.993
12.954000;0.0000;-0.0264;0.9919;0.992
12.965000;0.0000;-0.0264;0.9919;0.992
12.974000;0.0000;-0.0274;0.9919;0.992
12.990000;0.0000;-0.0264;0.9919;0.992
12.994000;0.0000;-0.0274;0.9929;0.993
13.008000;0.0000;-0.0274;0.9919;0.992
13.014000;0.0000;-0.0274;0.9919;0.992
13.024000;0.0000;-0.0264;0.9919;0.992
13.034000;0.0000;-0.0264;0.9919;0.992
13.046000;0.0000;-0.0264;0.9929;0.993
13.054000;0.0000;-0.0274;0.9919;0.992
13.064000;0.0000;-0.0254;0.9919;0.992
13.074000;0.0000;-0.0274;0.9929;0.993
13.089000;0.0000;-0.0264;0.9938;0.994
13.107000;0.0000;-0.0264;0.9919;0.992
13.109000;0.0000;-0.0264;0.9919;0.992
13.117000;0.0000;-0.0264;0.9919;0.992
13.124000;0.0000;-0.0264;0.9919;0.992
13.134000;0.0000;-0.0264;0.9919;0.992
13.147000;0.0000;-0.0264;0.9919;0.992
13.154000;0.0000;-0.0264;0.9919;0.992
13.164000;0.0000;-0.0264;0.9909;0.991
13.174000;0.0000;-0.0264;0.9929;0.993
13.190000;0.0000;-0.0254;0.9929;0.993
13.195000;0.0000;-0.0254;0.9919;0.992
13.204000;0.0000;-0.0274;0.9929;0.993
13.214000;0.0000;-0.0274;0.9929;0.993
13.224000;0.0000;-0.0264;0.9929;0.993
13.234000;0.0000;-0.0274;0.9919;0.992
13.246000;0.0000;-0.0274;0.9919;0.992
13.254000;0.0000;-0.0254;0.9909;0.991
13.264000;0.0000;-0.0274;0.9919;0.992
13.274000;0.0000;-0.0264;0.9929;0.993
13.290000;0.0000;-0.0264;0.9919;0.992
13.295000;0.0000;-0.0274;0.9919;0.992
13.304000;0.0000;-0.0274;0.9919;0.992
13.314000;0.0000;-0.0274;0.9919;0.992
13.324000;0.0000;-0.0264;0.9919;0.992
13.334000;0.0000;-0.0264;0.9919;0.992
13.346000;0.0000;-0.0274;0.9919;0.992
13.354000;0.0000;-0.0274;0.9919;0.992
13.364000;0.0000;-0.0264;0.9919;0.992
13.374000;0.0000;-0.0274;0.9919;0.992
13.389000;0.0000;-0.0264;0.9919;0.992
13.406000;0.0000;-0.0264;0.9919;0.992
13.409000;0.0000;-0.0264;0.9929;0.993
13.417000;0.0000;-0.0264;0.9929;0.993
13.424000;0.0000;-0.0264;0.9929;0.993
13.438000;0.0000;-0.0274;0.9929;0.993
13.448000;0.0000;-0.0274;0.9929;0.993
13.454000;0.0000;-0.0274;0.9919;0.992
13.465000;0.0000;-0.0254;0.9938;0.994
13.474000;0.0000;-0.0264;0.9919;0.992
13.491000;0.0000;-0.0274;0.9919;0.992
13.495000;0.0000;-0.0274;0.9929;0.993
13.504000;0.0000;-0.0264;0.9919;0.992
13.514000;0.0000;-0.0264;0.9909;0.991
13.524000;0.0000;-0.0274;0.9919;0.992
13.534000;0.0000;-0.0283;0.9919;0.992
13.546000;0.0000;-0.0274;0.9919;0.992
13.554000;0.0000;-0.0264;0.9929;0.993
13.564000;0.0000;-0.0264;0.9919;0.992
13.574000;0.0000;-0.0264;0.9919;0.992
13.589000;0.0000;-0.0264;0.9919;0.992
13.605000;0.0000;-0.0264;0.9919;0.992
13.608000;0.0000;-0.0274;0.9919;0.992
13.614000;0.0000;-0.0264;0.9929;0.993
13.624000;0.0000;-0.0254;0.9929;0.993
13.634000;0.0000;-0.0254;0.9919;0.992
13.646000;0.0000;-0.0264;0.9919;0.992
13.654000;0.0000;-0.0274;0.9929;0.993
13.664000;0.0000;-0.0264;0.9929;0.993
13.673000;0.0000;-0.0274;0.9919;0.992
13.686000;0.0000;-0.0274;0.9909;0.991
13.701000;0.0000;-0.0264;0.9919;0.992
13.704000;0.0000;-0.0274;0.9919;0.992
13.714000;0.0000;-0.0274;0.9919;0.992
13.724000;0.0000;-0.0264;0.9919;0.992
13.734000;0.0000;-0.0264;0.9929;0.993
13.748000;0.0000;-0.0274;0.9919;0.992
13.754000;0.0000;-0.0264;0.9919;0.992
13.764000;0.0000;-0.0264;0.9919;0.992
13.774000;0.0000;-0.0264;0.9919;0.992
13.790000;0.0000;-0.0264;0.9919;0.992
13.808000;0.0000;-0.0264;0.9919;0.992
13.811000;0.0000;-0.0264;0.9929;0.993
13.814000;0.0000;-0.0264;0.9919;0.992
13.824000;0.0000;-0.0264;0.9919;0.992
13.834000;0.0000;-0.0274;0.9919;0.992
13.846000;0.0000;-0.0274;0.9919;0.992
13.854000;0.0000;-0.0254;0.9919;0.992
13.864000;0.0000;-0.0264;0.9919;0.992
13.874000;0.0000;-0.0264;0.9919;0.992
13.890000;0.0000;-0.0254;0.9929;0.993
13.894000;0.0000;-0.0274;0.9929;0.993
13.904000;0.0000;-0.0264;0.9929;0.993
13.914000;0.0000;-0.0274;0.9929;0.993
13.924000;0.0000;-0.0244;0.9919;0.992
13.934000;0.0000;-0.0264;0.9919;0.992
13.946000;0.0000;-0.0264;0.9919;0.992
13.954000;0.0000;-0.0283;0.9919;0.992
13.964000;0.0000;-0.0274;0.9919;0.992
13.974000;0.0000;-0.0264;0.9919;0.992
13.991000;0.0000;-0.0264;0.9919;0.992
13.995000;0.0000;-0.0274;0.9919;0.992
14.004000;0.0000;-0.0254;0.9919;0.992
14.014000;0.0000;-0.0274;0.9919;0.992
14.024000;0.0000;-0.0264;0.9919;0.992
14.034000;0.0000;-0.0254;0.9919;0.992
14.045000;0.0000;-0.0254;0.9919;0.992
14.054000;0.0000;-0.0254;0.9919;0.992
14.064000;0.0000;-0.0254;0.9919;0.992
14.074000;0.0000;-0.0264;0.9919;0.992
14.085000;0.0000;-0.0264;0.9919;0.992
14.100000;0.0000;-0.0274;0.9929;0.993
14.104000;0.0000;-0.0264;0.9919;0.992
14.114000;0.0000;-0.0264;0.9919;0.992
14.124000;0.0000;-0.0264;0.9919;0.992
14.134000;0.0000;-0.0264;0.9929;0.993
14.147000;0.0000;-0.0264;0.9919;0.992
14.154000;0.0000;-0.0264;0.9919;0.992
14.164000;0.0000;-0.0264;0.9919;0.992
14.174000;0.0000;-0.0274;0.9919;0.992
14.193000;0.0000;-0.0264;0.9909;0.991
14.196000;0.0000;-0.0274;0.9919;0.992
14.204000;0.0000;-0.0264;0.9919;0.992
14.214000;0.0000;-0.0254;0.9919;0.992
14.224000;0.0000;-0.0254;0.9919;0.992
14.234000;0.0000;-0.0264;0.9919;0.992
14.245000;0.0000;-0.0264;0.9919;0.992
14.254000;0.0000;-0.0264;0.9919;0.992
14.264000;0.0000;-0.0274;0.9938;0.994
14.274000;0.0000;-0.0264;0.9919;0.992
14.285000;0.0000;-0.0264;0.9909;0.991
14.295000;0.0000;-0.0264;0.9919;0.992
14.304000;0.0000;-0.0264;0.9919;0.992
14.314000;0.0000;-0.0264;0.9929;0.993
14.324000;0.0000;-0.0264;0.9929;0.993
14.334000;0.0000;-0.0274;0.9929;0.993
14.346000;0.0010;-0.0264;0.9919;0.992
14.354000;0.0000;-0.0264;0.9929;0.993
14.364000;0.0000;-0.0264;0.9929;0.993
14.374000;0.0000;-0.0274;0.9929;0.993
14.384000;0.0000;-0.0264;0.9929;0.993
14.407000;0.0000;-0.0264;0.9919;0.992
14.411000;0.0000;-0.0264;0.9919;0.992
14.414000;0.0000;-0.0264;0.9919;0.992
14.424000;0.0000;-0.0264;0.9919;0.992
14.434000;0.0000;-0.0264;0.9919;0.992
14.445000;0.0000;-0.0264;0.9919;0.992
14.454000;0.0000;-0.0264;0.9909;0.991
14.464000;0.0000;-0.0274;0.9929;0.993
14.474000;0.0000;-0.0264;0.9919;0.992
14.484000;0.0000;-0.0264;0.9919;0.992
14.495000;0.0000;-0.0274;0.9919;0.992
14.504000;0.0000;-0.0264;0.9929;0.993
14.514000;0.0000;-0.0254;0.9929;0.993
14.524000;0.0000;-0.0254;0.9919;0.992
14.534000;0.0000;-0.0274;0.9929;0.993
14.545000;0.0000;-0.0264;0.9919;0.992
14.554000;0.0000;-0.0264;0.9919;0.992
14.564000;0.0000;-0.0264;0.9929;0.993
14.574000;0.0000;-0.0254;0.9929;0.993
14.584000;0.0000;-0.0264;0.9919;0.992
14.595000;0.0000;-0.0264;0.9919;0.992
14.604000;0.0000;-0.0264;0.9929;0.993
14.614000;0.0000;-0.0264;0.9919;0.992
14.624000;0.0000;-0.0254;0.9909;0.991
14.634000;0.0000;-0.0264;0.9919;0.992
14.646000;0.0000;-0.0254;0.9919;0.992
14.654000;0.0000;-0.0254;0.9919;0.992
14.664000;0.0000;-0.0264;0.9919;0.992
14.674000;0.0000;-0.0264;0.9929;0.993
14.690000;0.0000;-0.0264;0.9919;0.992
14.694000;0.0000;-0.0264;0.9919;0.992
14.707000;0.0000;-0.0264;0.9919;0.992
14.715000;0.0000;-0.0264;0.9929;0.993
14.724000;0.0000;-0.0274;0.9929;0.993
14.734000;0.0000;-0.0264;0.9919;0.992
14.748000;0.0000;-0.0264;0.9919;0.992
14.754000;0.0000;-0.0264;0.9909;0.991
14.764000;0.0000;-0.0283;0.9929;0.993
14.774000;0.0000;-0.0264;0.9919;0.992
14.791000;0.0000;-0.0264;0.9919;0.992
14.795000;0.0000;-0.0274;0.9938;0.994
14.810000;0.0000;-0.0264;0.9919;0.992
14.814000;0.0000;-0.0264;0.9919;0.992
14.824000;0.0000;-0.0274;0.9919;0.992
14.834000;0.0000;-0.0274;0.9929;0.993
14.846000;0.0000;-0.0264;0.9919;0.992
14.854000;0.0000;-0.0264;0.9919;0.992
14.864000;0.0000;-0.0264;0.9919;0.992
14.874000;0.0000;-0.0264;0.9919;0.992
14.890000;0.0000;-0.0274;0.9929;0.993
14.894000;0.0000;-0.0264;0.9919;0.992
14.904000;0.0000;-0.0264;0.9929;0.993
14.914000;0.0000;-0.0274;0.9929;0.993
14.924000;0.0000;-0.0264;0.9929;0.993
14.934000;0.0000;-0.0274;0.9938;0.994
14.946000;0.0000;-0.0264;0.9929;0.993
14.954000;0.0000;-0.0274;0.9929;0.993
14.964000;0.0000;-0.0274;0.9929;0.993
14.974000;0.0000;-0.0274;0.9919;0.992
14.991000;0.0000;-0.0274;0.9929;0.993
14.995000;0.0000;-0.0274;0.9919;0.992
15.013000;0.0000;-0.0274;0.9929;0.993
15.017000;0.0000;-0.0274;0.9919;0.992
15.024000;0.0000;-0.0264;0.9919;0.992
15.034000;0.0000;-0.0264;0.9919;0.992
15.048000;0.0000;-0.0274;0.9919;0.992
15.054000;0.0000;-0.0264;0.9929;0.993
15.065000;0.0000;-0.0274;0.9929;0.993
15.074000;0.0000;-0.0274;0.9919;0.992
15.084000;0.0000;-0.0274;0.9919;0.992
15.111000;0.0000;-0.0274;0.9919;0.992
15.115000;0.0000;-0.0264;0.9929;0.993
15.116000;0.0000;-0.0264;0.9919;0.992
15.124000;0.0000;-0.0254;0.9919;0.992
15.134000;0.0000;-0.0254;0.9909;0.991
15.144000;0.0000;-0.0254;0.9909;0.991
15.154000;0.0000;-0.0264;0.9919;0.992
15.164000;0.0000;-0.0264;0.9929;0.993
15.174000;0.0000;-0.0264;0.9919;0.992
15.185000;0.0000;-0.0274;0.9919;0.992
15.195000;0.0000;-0.0264;0.9919;0.992
15.204000;0.0000;-0.0274;0.9919;0.992
15.214000;0.0000;-0.0264;0.9919;0.992
15.224000;0.0000;-0.0254;0.9919;0.992
15.234000;0.0000;-0.0264;0.9919;0.992
15.246000;0.0000;-0.0264;0.9919;0.992
15.254000;0.0000;-0.0264;0.9919;0.992
15.265000;0.0000;-0.0264;0.9919;0.992
15.274000;0.0000;-0.0274;0.9919;0.992
15.284000;0.0000;-0.0264;0.9938;0.994
15.307000;0.0000;-0.0254;0.9919;0.992
15.311000;0.0000;-0.0254;0.9919;0.992
15.314000;0.0000;-0.0264;0.9919;0.992
15.324000;0.0000;-0.0264;0.9929;0.993
15.334000;0.0000;-0.0274;0.9919;0.992
15.346000;0.0000;-0.0264;0.9919;0.992
15.354000;0.0000;-0.0274;0.9919;0.992
15.364000;0.0000;-0.0274;0.9909;0.991
15.374000;0.0000;-0.0264;0.9929;0.993
15.390000;0.0000;-0.0264;0.9919;0.992
15.394000;0.0000;-0.0274;0.9919;0.992
15.407000;0.0000;-0.0254;0.9919;0.992
15.418000;0.0000;-0.0293;0.9919;0.992
15.424000;0.0000;-0.0264;0.9919;0.992
15.434000;0.0000;-0.0264;0.9919;0.992
15.447000;0.0000;-0.0264;0.9919;0.992
15.454000;0.0000;-0.0264;0.9919;0.992
15.464000;0.0000;-0.0264;0.9929;0.993
15.474000;0.0000;-0.0264;0.9919;0.992
15.484000;0.0000;-0.0264;0.9909;0.991
15.507000;0.0000;-0.0264;0.9919;0.992
15.510000;0.0000;-0.0283;0.9919;0.992
15.514000;0.0000;-0.0264;0.9929;0.993
15.524000;0.0000;-0.0274;0.9929;0.993
15.534000;0.0000;-0.0274;0.9929;0.993
15.546000;0.0000;-0.0264;0.9919;0.992
15.554000;0.0000;-0.0264;0.9909;0.991
15.564000;0.0000;-0.0274;0.9919;0.992
15.574000;0.0000;-0.0274;0.9919;0.992
15.590000;0.0000;-0.0274;0.9919;0.992
15.606000;0.0000;-0.0274;0.9919;0.992
15.609000;0.0000;-0.0254;0.9919;0.992
15.614000;0.0000;-0.0264;0.9929;0.993
15.624000;0.0000;-0.0264;0.9919;0.992
15.634000;0.0010;-0.0264;0.9929;0.993
15.647000;0.0000;-0.0264;0.9919;0.992
15.654000;0.0000;-0.0274;0.9919;0.992
15.664000;0.0000;-0.0274;0.9929;0.993
15.674000;0.0000;-0.0274;0.9919;0.992
15.690000;0.0000;-0.0274;0.9919;0.992
15.694000;0.0000;-0.0264;0.9929;0.993
15.704000;0.0000;-0.0254;0.9919;0.992
15.714000;0.0000;-0.0264;0.9929;0.993
15.724000;0.0000;-0.0264;0.9919;0.992
15.734000;0.0000;-0.0274;0.9929;0.993
15.746000;0.0000;-0.0264;0.9909;0.991
15.754000;0.0000;-0.0264;0.9919;0.992
15.764000;0.0000;-0.0264;0.9929;0.993
15.774000;0.0000;-0.0274;0.9929;0.993
15.789000;0.0000;-0.0264;0.9929;0.993
15.807000;0.0000;-0.0274;0.9938;0.994
15.810000;0.0000;-0.0274;0.9929;0.993
15.814000;0.0000;-0.0274;0.9919;0.992
15.824000;0.0000;-0.0274;0.9919;0.992
15.834000;0.0000;-0.0264;0.9929;0.993
15.846000;0.0010;-0.0264;0.9929;0.993
15.854000;0.0000;-0.0264;0.9919;0.992
15.864000;0.0000;-0.0274;0.9929;0.993
15.874000;0.0000;-0.0264;0.9919;0.992
15.890000;0.0000;-0.0264;0.9919;0.992
15.905000;0.0000;-0.0293;0.9929;0.993
15.908000;0.0000;-0.0264;0.9929;0.993
15.914000;0.0000;-0.0264;0.9919;0.992
15.924000;0.0000;-0.0264;0.9919;0.992
15.934000;0.0000;-0.0264;0.9919;0.992
15.945000;0.0000;-0.0264;0.9929;0.993
15.954000;0.0000;-0.0264;0.9929;0.993
15.964000;0.0000;-0.0264;0.9938;0.994
15.974000;0.0000;-0.0264;0.9919;0.992
15.985000;0.0000;-0.0264;0.9919;0.992
15.997000;0.0000;-0.0274;0.9909;0.991
16.004000;0.0000;-0.0264;0.9909;0.991
16.014000;0.0000;-0.0264;0.9909;0.991
16.024000;0.0000;-0.0264;0.9919;0.992
16.034000;0.0000;-0.0274;0.9919;0.992
16.047000;0.0000;-0.0274;0.9919;0.992
16.054000;0.0000;-0.0264;0.9919;0.992
16.064000;0.0000;-0.0254;0.9919;0.992
16.074000;0.0000;-0.0254;0.9919;0.992
16.084000;0.0000;-0.0264;0.9919;0.992
16.108000;0.0000;-0.0264;0.9929;0.993
16.114000;0.0000;-0.0274;0.9919;0.992
16.115000;0.0000;-0.0274;0.9919;0.992
16.124000;0.0000;-0.0274;0.9919;0.992
16.134000;0.0000;-0.0264;0.9909;0.991
16.146000;0.0000;-0.0264;0.9919;0.992
16.154000;0.0000;-0.0264;0.9919;0.992
16.164000;0.0000;-0.0264;0.9919;0.992
16.174000;0.0000;-0.0264;0.9919;0.992
16.189000;0.0000;-0.0264;0.9919;0.992
16.206000;0.0000;-0.0264;0.9919;0.992
16.209000;0.0000;-0.0264;0.9919;0.992
16.214000;0.0000;-0.0283;0.9929;0.993
16.224000;0.0000;-0.0274;0.9929;0.993
16.234000;0.0000;-0.0274;0.9929;0.993
16.247000;0.0000;-0.0274;0.9929;0.993
16.254000;0.0000;-0.0264;0.9909;0.991
16.264000;0.0000;-0.0283;0.9919;0.992
16.274000;0.0000;-0.0264;0.9938;0.994
16.291000;0.0000;-0.0264;0.9919;0.992
16.295000;0.0000;-0.0274;0.9919;0.992
16.304000;0.0000;-0.0264;0.9929;0.993
16.314000;0.0000;-0.0264;0.9919;0.992
16.324000;0.0000;-0.0264;0.9919;0.992
16.334000;0.0000;-0.0264;0.9909;0.991
16.346000;0.0000;-0.0274;0.9919;0.992
16.354000;0.0000;-0.0274;0.9919;0.992
16.364000;0.0010;-0.0274;0.9929;0.993
16.374000;0.0000;-0.0254;0.9919;0.992
16.390000;0.0000;-0.0264;0.9919;0.992
16.406000;0.0000;-0.0274;0.9929;0.993
16.409000;0.0000;-0.0274;0.9919;0.992
16.414000;0.0000;-0.0274;0.9919;0.992
16.424000;0.0000;-0.0264;0.9919;0.992
16.435000;0.0000;-0.0283;0.9919;0.992
16.447000;0.0000;-0.0274;0.9919;0.992
16.454000;0.0000;-0.0264;0.9929;0.993
16.466000;0.0000;-0.0274;0.9919;0.992
16.474000;0.0010;-0.0264;0.9909;0.991
16.484000;0.0000;-0.0254;0.9919;0.992
16.507000;0.0000;-0.0283;0.9938;0.994
16.511000;0.0000;-0.0264;0.9929;0.993
16.514000;0.0000;-0.0274;0.9919;0.992
16.524000;0.0000;-0.0264;0.9919;0.992
16.534000;0.0000;-0.0264;0.9919;0.992
16.546000;0.0000;-0.0264;0.9919;0.992
16.554000;0.0000;-0.0254;0.9919;0.992
16.564000;0.0000;-0.0264;0.9919;0.992
16.574000;0.0000;-0.0264;0.9919;0.992
16.591000;0.0000;-0.0283;0.9919;0.992
16.594000;0.0000;-0.0254;0.9919;0.992
16.612000;0.0000;-0.0254;0.9919;0.992
16.617000;0.0000;-0.0264;0.9919;0.992
16.624000;0.0000;-0.0264;0.9919;0.992
16.634000;0.0000;-0.0274;0.9919;0.992
16.646000;0.0000;-0.0264;0.9919;0.992
16.654000;0.0000;-0.0264;0.9919;0.992
16.664000;0.0000;-0.0264;0.9919;0.992
16.674000;0.0000;-0.0264;0.9919;0.992
16.685000;0.0000;-0.0274;0.9919;0.992
16.696000;0.0000;-0.0264;0.9909;0.991
16.704000;0.0000;-0.0264;0.9919;0.992
16.714000;0.0000;-0.0264;0.9919;0.992
16.724000;0.0000;-0.0283;0.9919;0.992
